;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_4P_20C_2H_2PP_2Co_10.data;;19;10000;2399;1528;3601.08;3599.91;1.15902;3616;5132;0.7601
Inst_4P_20C_2H_2PP_2Co_11.data;;14;10000;2770;1653;3601.08;3600.05;1.01952;3276;5242;0.723
Inst_4P_20C_2H_2PP_2Co_13.data;;19;10000;3008;1627;3601.05;3600.03;1.01337;5274;6466;0.6992
Inst_4P_20C_2H_2PP_2Co_15.data;;29;10000;2463;1493;3601.04;3599.5;1.52662;6004;6620;0.7537
Inst_4P_20C_2H_2PP_2Co_21.data;;10;10000;2488;1600;3601.08;3600.45;0.63049;2357;5015;0.7512
Inst_4P_20C_2H_2PP_2Co_22.data;;11;10000;3175;2215;3601.05;3600.12;0.920522;3420;5169;0.6825
Inst_4P_20C_2H_2PP_2Co_23.data;;19;10000;2948;1873;3601.02;3599.62;1.38907;6026;5622;0.7052
Inst_4P_20C_2H_2PP_2Co_24.data;;9;10000;2558;1631;3601.04;3600.68;0.356403;2050;4505;0.7442
Inst_4P_20C_2H_2PP_2Co_5.data;;20;10000;2374;1483;3601.06;3599.71;1.33556;4187;4532;0.7626
Inst_4P_20C_2H_2PP_2Co_8.data;;16;10000;2469;1559;3601.02;3600.27;0.740917;4466;5591;0.7531
