;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_4P_20C_2H_2PP_2Co_10.data;;64;2973;2825;1510;3601.05;3596.53;4.50108;6129;17467;0.0497814
Inst_4P_20C_2H_2PP_2Co_11.data;;51;3492;3322;1570;3601.04;3597.43;3.59578;5940;13345;0.0486827
Inst_4P_20C_2H_2PP_2Co_13.data;;60;3409;3408;1626;3601.05;3596.29;4.73473;5946;16836;0.000293341
Inst_4P_20C_2H_2PP_2Co_15.data;OPT;50;2758;2758;1421;1380.73;1377.44;3.27401;3704;11043;0
Inst_4P_20C_2H_2PP_2Co_21.data;;69;3264;2785;1555;3601.05;3596.35;4.67843;7759;15897;0.146752
Inst_4P_20C_2H_2PP_2Co_22.data;;46;3784;3550;2215;3601.05;3597.94;3.09031;5336;10869;0.0618393
Inst_4P_20C_2H_2PP_2Co_23.data;;53;3661;3298;1873;3601.05;3598.55;2.4869;5408;10239;0.0991532
Inst_4P_20C_2H_2PP_2Co_24.data;;61;3147;2991;1595;3601.04;3596.77;4.25435;6104;14542;0.049571
Inst_4P_20C_2H_2PP_2Co_5.data;;68;2858;2675;1483;3601.06;3591.22;9.81972;6867;21075;0.0640308
Inst_4P_20C_2H_2PP_2Co_8.data;;54;2942;2654;1559;3601.03;3597.95;3.06427;5816;9637;0.0978926
