;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_4P_20C_2H_2PP_2Co_10.data;;45;2964;2890;1510;3601.04;3594.24;6.77382;10157;11544;0.0249663
Inst_4P_20C_2H_2PP_2Co_11.data;;28;3490;3316;1570;3601.06;3597.86;3.18695;9960;10411;0.0498567
Inst_4P_20C_2H_2PP_2Co_13.data;;45;3410;3325;1626;3601.06;3594.59;6.45343;9440;15406;0.0249267
Inst_4P_20C_2H_2PP_2Co_15.data;OPT;41;2758;2758;1421;456.135;449.129;6.99158;5969;9999;0
Inst_4P_20C_2H_2PP_2Co_21.data;;45;3134;2864;1555;3601.04;3594.88;6.13733;12762;15828;0.0861519
Inst_4P_20C_2H_2PP_2Co_22.data;;29;3756;3569;2215;3601.04;3596.06;4.96451;9865;11580;0.049787
Inst_4P_20C_2H_2PP_2Co_23.data;;46;3641;3289;1873;3601.04;3596.89;4.12889;10178;16357;0.0966767
Inst_4P_20C_2H_2PP_2Co_24.data;;44;3145;3067;1595;3601.04;3591.89;9.13082;13148;17016;0.0248013
Inst_4P_20C_2H_2PP_2Co_5.data;;32;2860;2702;1483;3601.03;3594.38;6.63374;11090;12938;0.0552448
Inst_4P_20C_2H_2PP_2Co_8.data;;51;2957;2669;1559;3601.04;3594.6;6.42215;7614;12453;0.097396
