;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_6P_10C_2H_2PP_3Co_10.data;;7;1414;1161;636;3601.01;3596.85;4.16076;651;6983;0.178925
Inst_6P_10C_2H_2PP_3Co_11.data;;20;1403;1373;680;3601.01;3597.7;3.30129;1470;6998;0.0213828
Inst_6P_10C_2H_2PP_3Co_12.data;OPT;12;1410;1410;649;1530.72;1528.27;2.44195;1590;8967;0
Inst_6P_10C_2H_2PP_3Co_13.data;;10;1521;1411;599;3601.01;3597.46;3.5502;3034;6403;0.0723208
Inst_6P_10C_2H_2PP_3Co_1.data;OPT;12;1496;1496;637;1934.18;1927.48;6.68982;1977;8479;0
Inst_6P_10C_2H_2PP_3Co_2.data;OPT;12;1400;1400;673;810.123;807.195;2.91998;1227;5615;0
Inst_6P_10C_2H_2PP_3Co_4.data;OPT;11;1426;1426;693;3485.54;3484.19;1.347;605;4880;0
Inst_6P_10C_2H_2PP_3Co_5.data;;10;1541;1409;863;3601.02;3583.19;17.8135;1710;7565;0.0856587
Inst_6P_10C_2H_2PP_3Co_7.data;;10;1562;1488;629;3601.02;3594.88;6.12625;3345;7774;0.0473752
Inst_6P_10C_2H_2PP_3Co_9.data;;8;1533;1530;704;3601.01;3598.71;2.28985;960;6482;0.00195695
