;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_6P_10C_2H_2PP_3Co_10.data;;59;1266;1093;636;3601.03;3567.73;33.2808;2601;11464;0.136651
Inst_6P_10C_2H_2PP_3Co_11.data;;44;1401;1330;680;3601.02;3594.17;6.84062;1005;4979;0.0506781
Inst_6P_10C_2H_2PP_3Co_12.data;OPT;31;1410;1410;649;724.812;719.546;5.25669;1440;6999;0
Inst_6P_10C_2H_2PP_3Co_13.data;;24;1483;1335;588;3601.01;3596.16;4.84818;4405;8571;0.0997977
Inst_6P_10C_2H_2PP_3Co_1.data;OPT;42;1496;1496;637;1373.2;1363.47;9.71682;1778;7793;0
Inst_6P_10C_2H_2PP_3Co_2.data;OPT;45;1400;1400;667;718.162;710.66;7.49069;1465;4487;0
Inst_6P_10C_2H_2PP_3Co_4.data;OPT;22;1426;1426;693;812.335;810.322;2.00763;756;4789;0
Inst_6P_10C_2H_2PP_3Co_5.data;;51;1498;1394;863;3601.03;3562.55;38.4698;2598;9260;0.0694259
Inst_6P_10C_2H_2PP_3Co_7.data;OPT;24;1521;1521;629;2805.62;2798.1;7.51416;4515;9437;0
Inst_6P_10C_2H_2PP_3Co_9.data;;27;1533;1529;675;3601.01;3595.8;5.20605;975;5003;0.00260926
