;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_6P_10C_2H_2PP_3Co_10.data;;50;1294;1087;636;3601.03;3561.15;39.8644;1971;10783;0.159969
Inst_6P_10C_2H_2PP_3Co_11.data;;41;1399;1349;680;3601.03;3593.62;7.3911;1665;6669;0.0357398
Inst_6P_10C_2H_2PP_3Co_12.data;OPT;27;1410;1410;649;812.682;807.161;5.5122;1185;7507;0
Inst_6P_10C_2H_2PP_3Co_13.data;;21;1481;1333;588;3601.01;3596.44;4.56473;3192;8889;0.0999325
Inst_6P_10C_2H_2PP_3Co_1.data;OPT;27;1496;1496;637;1139.86;1132.78;7.07209;1562;7634;0
Inst_6P_10C_2H_2PP_3Co_2.data;OPT;30;1400;1400;667;1802.81;1798.98;3.82293;1105;4440;0
Inst_6P_10C_2H_2PP_3Co_4.data;OPT;24;1426;1426;693;577.832;575.246;2.57834;444;4777;0
Inst_6P_10C_2H_2PP_3Co_5.data;;45;1472;1395;863;3601.03;3537.74;63.2722;3401;11797;0.0523098
Inst_6P_10C_2H_2PP_3Co_7.data;;25;1521;1445;629;3601.02;3596.29;4.71099;3630;8768;0.0499671
Inst_6P_10C_2H_2PP_3Co_9.data;;23;1539;1469;675;3601.03;3595.65;5.3726;1275;6447;0.0454841
