;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_6P_10C_2H_2PP_3Co_10.data;;54;1299;1037;636;3601.02;3585.46;15.5445;810;5609;0.201694
Inst_6P_10C_2H_2PP_3Co_11.data;;73;1401;1315;680;3601.03;3597.04;3.9693;795;4602;0.0613847
Inst_6P_10C_2H_2PP_3Co_12.data;OPT;51;1410;1410;649;1964.07;1961.34;2.72773;585;4172;0
Inst_6P_10C_2H_2PP_3Co_13.data;;57;1562;1254;588;3601.02;3597.55;3.45393;1451;6377;0.197183
Inst_6P_10C_2H_2PP_3Co_1.data;;69;1496;1461;637;3601.02;3595.82;5.18399;945;5577;0.0233957
Inst_6P_10C_2H_2PP_3Co_2.data;;65;1400;1358;667;3601.02;3597.51;3.49174;951;4543;0.03
Inst_6P_10C_2H_2PP_3Co_4.data;OPT;56;1426;1426;693;1729.8;1727.64;2.15429;395;3417;0
Inst_6P_10C_2H_2PP_3Co_5.data;;132;1507;1337;863;3601.03;3514.53;86.4836;1647;9604;0.112807
Inst_6P_10C_2H_2PP_3Co_7.data;;49;1521;1409;629;3601.02;3596.97;4.03911;1425;5796;0.0736358
Inst_6P_10C_2H_2PP_3Co_9.data;;40;1558;1453;675;3601.02;3598.46;2.54809;585;3642;0.0673941
