;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_6P_10C_2H_2PP_3Co_10.data;;30;1485;1030;636;3601.09;3490.26;110.775;6100;32251;0.306397
Inst_6P_10C_2H_2PP_3Co_11.data;;38;1411;1250;680;3601.08;3542.75;58.276;6079;23385;0.114103
Inst_6P_10C_2H_2PP_3Co_12.data;;48;1448;1233;649;3601.12;3514.82;86.2361;6255;25043;0.148481
Inst_6P_10C_2H_2PP_3Co_13.data;;32;1645;1218;588;3601.05;3530.97;70.0449;9642;25049;0.259574
Inst_6P_10C_2H_2PP_3Co_1.data;;72;1597;1332;637;3601.1;3475.94;125.102;11738;44430;0.165936
Inst_6P_10C_2H_2PP_3Co_2.data;;40;1404;1252;667;3601.11;3546.61;54.4653;4587;16216;0.108262
Inst_6P_10C_2H_2PP_3Co_4.data;;32;1426;1347;693;3601.13;3575.46;25.6259;2387;14124;0.0553997
Inst_6P_10C_2H_2PP_3Co_5.data;;130;1535;1228;863;3601.17;3017.95;583.078;8217;37975;0.2
Inst_6P_10C_2H_2PP_3Co_7.data;;29;1521;1343;629;3601.09;3563.97;37.0995;4035;13897;0.117028
Inst_6P_10C_2H_2PP_3Co_9.data;;51;1648;1316;675;3601.07;3510.72;90.2979;7680;23985;0.201456
