;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_6P_10C_2H_2PP_3Co_10.data;;35;1276;1078;636;3601.03;3536.92;64.0918;1330;9371;0.155172
Inst_6P_10C_2H_2PP_3Co_11.data;;28;1401;1324;680;3601.08;3579.31;21.7216;1350;6080;0.0549607
Inst_6P_10C_2H_2PP_3Co_12.data;OPT;24;1410;1410;649;3017.23;2990.17;27.0377;825;4803;0
Inst_6P_10C_2H_2PP_3Co_13.data;;20;1481;1334;588;3601.02;3574.43;26.5786;2798;8268;0.0992573
Inst_6P_10C_2H_2PP_3Co_1.data;;37;1499;1492;637;3601.05;3551.13;49.8949;1492;7714;0.00466978
Inst_6P_10C_2H_2PP_3Co_2.data;;38;1400;1393;667;3601.03;3567.26;33.7464;1375;5215;0.005
Inst_6P_10C_2H_2PP_3Co_4.data;OPT;21;1426;1426;693;1621.68;1607.95;13.7208;437;4867;0
Inst_6P_10C_2H_2PP_3Co_5.data;;34;1488;1340;863;3601.03;3475.56;125.45;3450;11564;0.0994624
Inst_6P_10C_2H_2PP_3Co_7.data;;18;1521;1445;629;3601.02;3585.68;15.3245;2745;8084;0.0499671
Inst_6P_10C_2H_2PP_3Co_9.data;;19;1533;1459;675;3601.02;3577.06;23.9597;1560;7333;0.0482714
