;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_2P_10C_2H_2PP_2Co_10.data;OPT;55;1020;1020;439;1706.16;1705.63;0.522795;2376;3112;0
Inst_2P_10C_2H_2PP_2Co_11.data;;68;898;892;320;3602.59;3601.97;0.607742;1952;4190;0.00668151
Inst_2P_10C_2H_2PP_2Co_13.data;OPT;25;1254;1254;409;139.945;139.814;0.12712;1300;2448;0
Inst_2P_10C_2H_2PP_2Co_14.data;OPT;53;1687;1687;699;684.992;684.734;0.246718;2787;4509;0
Inst_2P_10C_2H_2PP_2Co_15.data;OPT;32;1255;1255;523;63.1313;62.8715;0.254459;1030;2955;0
Inst_2P_10C_2H_2PP_2Co_17.data;OPT;32;1217;1217;468;766.249;765.915;0.327888;1651;3896;0
Inst_2P_10C_2H_2PP_2Co_1.data;OPT;36;1124;1124;428;199.423;199.249;0.167496;1110;2845;0
Inst_2P_10C_2H_2PP_2Co_2.data;OPT;23;1549;1549;656;73.089;72.9863;0.0981295;930;2460;0
Inst_2P_10C_2H_2PP_2Co_5.data;OPT;65;1177;1177;497;1421.99;1421.39;0.591856;2796;3360;0
Inst_2P_10C_2H_2PP_2Co_7.data;OPT;55;1179;1179;393;630.444;629.802;0.630929;3312;4685;0
