;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_2P_10C_2H_2PP_2Co_10.data;OPT;121;1020;1020;439;124.314;102.772;21.5232;1086;3753;0
Inst_2P_10C_2H_2PP_2Co_11.data;OPT;15;898;898;319;282.878;278.992;3.88258;1052;2894;0
Inst_2P_10C_2H_2PP_2Co_13.data;OPT;15;1254;1254;409;15.1393;7.04939;8.08529;730;2709;0
Inst_2P_10C_2H_2PP_2Co_14.data;OPT;15;1687;1687;666;18.4592;16.0689;2.38286;1189;3409;0
Inst_2P_10C_2H_2PP_2Co_15.data;OPT;20;1255;1255;523;11.0393;9.64191;1.39197;550;2680;0
Inst_2P_10C_2H_2PP_2Co_17.data;OPT;17;1217;1217;468;44.9677;34.8695;10.0931;1021;3968;0
Inst_2P_10C_2H_2PP_2Co_1.data;OPT;18;1124;1124;404;27.1774;17.779;9.3926;450;2613;0
Inst_2P_10C_2H_2PP_2Co_2.data;OPT;14;1549;1549;579;14.6869;6.96016;7.72187;696;2514;0
Inst_2P_10C_2H_2PP_2Co_5.data;OPT;15;1177;1177;497;58.4242;50.6783;7.74026;1446;2850;0
Inst_2P_10C_2H_2PP_2Co_7.data;OPT;16;1179;1179;390;38.108;27.2289;10.8747;1280;3604;0
