;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_2P_10C_2H_2PP_2Co_10.data;OPT;35;1020;1020;439;1156.58;1139.41;17.1594;1902;5828;0
Inst_2P_10C_2H_2PP_2Co_11.data;OPT;27;898;898;319;1252.06;1244.95;7.09486;2342;6602;0
Inst_2P_10C_2H_2PP_2Co_13.data;OPT;26;1254;1254;409;26.5522;18.6743;7.86935;2915;6803;0
Inst_2P_10C_2H_2PP_2Co_14.data;OPT;38;1687;1687;666;223.177;202.801;20.3654;3816;10171;0
Inst_2P_10C_2H_2PP_2Co_15.data;OPT;22;1255;1255;523;35.7611;20.998;14.7552;2055;6290;0
Inst_2P_10C_2H_2PP_2Co_17.data;OPT;29;1217;1217;468;261.296;236.345;24.9388;2791;10369;0
Inst_2P_10C_2H_2PP_2Co_1.data;OPT;24;1124;1124;404;82.6093;67.4798;15.0946;1680;6490;0
Inst_2P_10C_2H_2PP_2Co_2.data;OPT;20;1549;1549;579;58.6863;45.5062;13.1702;1374;5496;0
Inst_2P_10C_2H_2PP_2Co_5.data;OPT;39;1177;1177;497;497.532;476.237;21.2841;2862;7344;0
Inst_2P_10C_2H_2PP_2Co_7.data;OPT;26;1179;1179;390;96.3927;75.7132;20.6574;3654;9160;0
