;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_2P_10C_2H_2PP_2Co_10.data;OPT;144;1020;1020;439;65.5307;63.7959;1.72908;1026;4217;0
Inst_2P_10C_2H_2PP_2Co_11.data;OPT;41;898;898;319;239.75;238.869;0.870455;1022;4058;0
Inst_2P_10C_2H_2PP_2Co_13.data;OPT;20;1254;1254;409;5.0495;4.67109;0.374165;695;2374;0
Inst_2P_10C_2H_2PP_2Co_14.data;OPT;30;1687;1687;666;17.7659;17.3218;0.437004;764;3370;0
Inst_2P_10C_2H_2PP_2Co_15.data;OPT;25;1255;1255;523;6.09892;5.5975;0.497049;585;2745;0
Inst_2P_10C_2H_2PP_2Co_17.data;OPT;31;1217;1217;468;36.9782;36.0677;0.904712;781;4131;0
Inst_2P_10C_2H_2PP_2Co_1.data;OPT;24;1124;1124;404;9.14943;8.801;0.341973;480;2668;0
Inst_2P_10C_2H_2PP_2Co_2.data;OPT;19;1549;1549;579;10.7132;10.3742;0.335419;378;2442;0
Inst_2P_10C_2H_2PP_2Co_5.data;OPT;24;1177;1177;497;63.4764;63.0227;0.446998;756;3174;0
Inst_2P_10C_2H_2PP_2Co_7.data;OPT;34;1179;1179;390;18.3109;17.4601;0.842841;1092;4609;0
