;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_6P_30C_1H_2PP_3Co_11.data;;73;5544;3578;2038;3601.05;3592.69;8.32811;14226;10767;0.354618
Inst_6P_30C_1H_2PP_3Co_14.data;;131;4476;3841;2576;3601.08;3574.95;26.0724;25906;26032;0.141868
Inst_6P_30C_1H_2PP_3Co_16.data;;75;5962;3820;2218;3601.06;3589.24;11.7757;20972;18878;0.359275
Inst_6P_30C_1H_2PP_3Co_1.data;;100;4529;3485;2102;3601.05;3595.4;5.62013;15938;10854;0.230514
Inst_6P_30C_1H_2PP_3Co_20.data;;86;4897;2933;1651;3601.05;3594.36;6.653;14945;12690;0.401062
Inst_6P_30C_1H_2PP_3Co_21.data;;56;5435;3226;1836;3601.05;3596.46;4.56639;12685;6254;0.40644
Inst_6P_30C_1H_2PP_3Co_3.data;;101;5291;3318;1792;3601.06;3595.13;5.89139;18610;6622;0.372897
Inst_6P_30C_1H_2PP_3Co_4.data;;73;3867;3010;1624;3601.07;3593.61;7.41895;14757;19528;0.221619
Inst_6P_30C_1H_2PP_3Co_8.data;;51;5507;3133;2094;3601.08;3598.38;2.6752;11044;2646;0.431088
Inst_6P_30C_1H_2PP_3Co_9.data;;64;5424;3166;1706;3601.17;3595.2;5.94552;14063;10196;0.416298
