;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_6P_30C_1H_2PP_3Co_11.data;;57;5544;3263;2038;3601.08;3596.68;4.35527;17076;11265;0.411436
Inst_6P_30C_1H_2PP_3Co_14.data;;38;5386;3277;2576;3601.08;3595.79;5.2642;18734;8999;0.391571
Inst_6P_30C_1H_2PP_3Co_16.data;;41;5962;3694;2233;3601.08;3596.88;4.16475;19407;13660;0.380409
Inst_6P_30C_1H_2PP_3Co_1.data;;44;6096;2106;2106;3601.06;3598.54;2.49003;14322;974;0.654528
Inst_6P_30C_1H_2PP_3Co_20.data;;17;4833;2505;1663;3601.09;3597.87;3.19176;14851;11935;0.481688
Inst_6P_30C_1H_2PP_3Co_21.data;;49;5280;3109;1836;3601.08;3597.2;3.8454;17186;12036;0.411174
Inst_6P_30C_1H_2PP_3Co_3.data;;81;5044;1792;1792;3601.07;3595.32;5.71368;19219;1419;0.644726
Inst_6P_30C_1H_2PP_3Co_4.data;;31;4947;2930;1624;3601.08;3598.77;2.28041;12081;9556;0.407722
Inst_6P_30C_1H_2PP_3Co_8.data;;47;5788;2095;2095;3601.06;3599.08;1.95331;10294;1505;0.638044
Inst_6P_30C_1H_2PP_3Co_9.data;;47;5398;1706;1706;3601.06;3598.99;2.04729;9535;1343;0.683957
