;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_6P_30C_1H_2PP_3Co_11.data;;62;5544;3616;2038;3601.06;3586.23;14.7948;41921;26910;0.347763
Inst_6P_30C_1H_2PP_3Co_14.data;;97;4396;3971;2576;3601.09;3565.33;35.7047;50113;34461;0.0966788
Inst_6P_30C_1H_2PP_3Co_16.data;;55;4882;3937;2218;3601.1;3580.29;20.7532;51843;40498;0.193568
Inst_6P_30C_1H_2PP_3Co_1.data;;89;4347;3507;2102;3601.08;3589.98;11.0568;26878;26370;0.193237
Inst_6P_30C_1H_2PP_3Co_20.data;;76;3615;2918;1651;3601.08;3588.52;12.5104;34894;26419;0.192808
Inst_6P_30C_1H_2PP_3Co_21.data;;56;5280;3319;1836;3601.06;3590.89;10.1275;35636;24628;0.371402
Inst_6P_30C_1H_2PP_3Co_3.data;;101;4053;3451;1792;3601.06;3591.16;9.86268;27522;17996;0.148532
Inst_6P_30C_1H_2PP_3Co_4.data;;43;3607;3077;1624;3601.06;3591.97;9.05391;30331;22890;0.146937
Inst_6P_30C_1H_2PP_3Co_8.data;;50;5507;3322;2094;3601.06;3595.81;5.22228;28558;13161;0.396768
Inst_6P_30C_1H_2PP_3Co_9.data;;62;3936;3327;1706;3601.07;3585.19;15.8431;38195;26215;0.154726
