;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_6P_30C_1H_2PP_3Co_11.data;;61;5544;3594;2038;3601.08;3587.64;13.3919;39611;29966;0.351732
Inst_6P_30C_1H_2PP_3Co_14.data;;97;4324;3892;2576;3601.07;3573.82;27.1969;51076;32001;0.0999075
Inst_6P_30C_1H_2PP_3Co_16.data;;62;4887;4047;2218;3601.06;3587.86;13.1582;37164;25805;0.171885
Inst_6P_30C_1H_2PP_3Co_1.data;;94;4421;3499;2102;3601.06;3590.15;10.8639;28878;26308;0.20855
Inst_6P_30C_1H_2PP_3Co_20.data;;74;3628;2914;1651;3601.06;3591.12;9.89656;31826;25174;0.196803
Inst_6P_30C_1H_2PP_3Co_21.data;;61;4018;3449;1836;3601.06;3588.2;12.8095;38307;27089;0.141613
Inst_6P_30C_1H_2PP_3Co_3.data;;105;4233;3391;1792;3601.06;3587.56;13.4543;34421;21430;0.198913
Inst_6P_30C_1H_2PP_3Co_4.data;;42;3643;3068;1624;3601.05;3593.28;7.74566;31478;21703;0.157837
Inst_6P_30C_1H_2PP_3Co_8.data;;49;5788;3264;2094;3601.05;3596.91;4.11318;20956;10582;0.436075
Inst_6P_30C_1H_2PP_3Co_9.data;;69;4023;3417;1706;3601.07;3581.37;19.6511;46036;24844;0.150634
