;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_6P_30C_1H_2PP_3Co_11.data;;123;5544;3411;2038;3601.21;3440.39;160.663;153386;70913;0.38474
Inst_6P_30C_1H_2PP_3Co_14.data;;145;5386;3604;2576;3601.22;3318.72;282.303;156060;73580;0.330858
Inst_6P_30C_1H_2PP_3Co_16.data;;124;5962;3821;2218;3601.22;3435.18;165.866;164416;83173;0.359108
Inst_6P_30C_1H_2PP_3Co_1.data;;118;6096;3626;2102;3601.19;3487.81;113.226;156592;73280;0.405184
Inst_6P_30C_1H_2PP_3Co_20.data;;116;4897;2865;1651;3601.27;3479.54;121.572;137335;50704;0.414948
Inst_6P_30C_1H_2PP_3Co_21.data;;121;5545;3333;1836;3601.24;3467.7;133.393;172609;67022;0.398918
Inst_6P_30C_1H_2PP_3Co_3.data;;118;5705;3399;1792;3601.2;3492.62;108.428;123980;59766;0.404207
Inst_6P_30C_1H_2PP_3Co_4.data;;125;5183;3139;1624;3601.23;3452.45;148.593;149983;86204;0.394366
Inst_6P_30C_1H_2PP_3Co_8.data;;119;6223;3252;2094;3601.19;3478.98;122.06;166707;42187;0.477422
Inst_6P_30C_1H_2PP_3Co_9.data;;123;5469;3188;1706;3601.22;3441.46;159.584;162555;53194;0.417078
