;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_6P_30C_1H_2PP_3Co_11.data;;23;5544;3550;2038;3601.06;3510.48;90.5352;46607;26640;0.359668
Inst_6P_30C_1H_2PP_3Co_14.data;;30;4652;3815;2576;3601.14;3464.95;136.096;65129;46827;0.179923
Inst_6P_30C_1H_2PP_3Co_16.data;;25;5962;3872;2218;3601.14;3483.76;117.302;63317;37690;0.350554
Inst_6P_30C_1H_2PP_3Co_1.data;;17;4526;3376;2102;3601.25;3518.76;82.4301;49180;29754;0.254088
Inst_6P_30C_1H_2PP_3Co_20.data;;16;3767;2963;1651;3601.13;3516.9;84.1593;56696;33319;0.213432
Inst_6P_30C_1H_2PP_3Co_21.data;;14;5545;3293;1836;3601.06;3535.18;65.836;45828;27444;0.406132
Inst_6P_30C_1H_2PP_3Co_3.data;;18;5705;3240;1792;3601.13;3526.74;74.3217;56503;26779;0.432077
Inst_6P_30C_1H_2PP_3Co_4.data;;19;3721;3171;1624;3601.1;3530.3;70.7531;43221;32116;0.14781
Inst_6P_30C_1H_2PP_3Co_8.data;;9;6223;3341;2094;3601.07;3560.46;40.5807;38066;14262;0.463121
Inst_6P_30C_1H_2PP_3Co_9.data;;24;4008;3308;1706;3601.1;3492.5;108.534;55821;34662;0.174651
