;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_6P_10C_1H_2PP_3Co_11.data;OPT;17;1960;1960;777;415.513;414.429;1.07885;6306;6483;0
Inst_6P_10C_1H_2PP_3Co_12.data;OPT;16;2030;2030;786;572.943;572;0.938419;5641;5377;0
Inst_6P_10C_1H_2PP_3Co_14.data;;27;2333;2275;836;14400;14398.5;1.51235;4316;8540;0.0248607
Inst_6P_10C_1H_2PP_3Co_15.data;OPT;27;2312;2312;957;6519.48;6517.65;1.82465;5750;6102;0
Inst_6P_10C_1H_2PP_3Co_17.data;;429;1632;1523;836;14400.1;14348;51.9974;55334;36005;0.0667892
Inst_6P_10C_1H_2PP_3Co_19.data;OPT;24;1475;1475;678;142.28;141.266;1.00947;4320;6203;0
Inst_6P_10C_1H_2PP_3Co_4.data;OPT;17;1923;1923;645;114.503;113.925;0.573334;3796;4322;0
Inst_6P_10C_1H_2PP_3Co_5.data;OPT;16;2022;2022;831;1354.98;1354.01;0.974135;5166;6476;0
Inst_6P_10C_1H_2PP_3Co_7.data;OPT;23;1956;1956;628;164.205;163.523;0.677221;4145;4641;0
Inst_6P_10C_1H_2PP_3Co_8.data;OPT;18;1950;1950;825;419.22;418.362;0.853851;3642;4577;0
