;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_6P_10C_1H_2PP_3Co_11.data;OPT;18;1960;1960;777;1101.37;1099.89;1.47377;5952;6121;0
Inst_6P_10C_1H_2PP_3Co_12.data;OPT;16;2030;2030;786;2354.02;2352.8;1.21906;6671;6276;0
Inst_6P_10C_1H_2PP_3Co_14.data;;16;2333;2217;836;3601.03;3599.49;1.53371;5208;8225;0.0497214
Inst_6P_10C_1H_2PP_3Co_15.data;;27;2312;2197;957;3601.01;3600.11;0.896548;5448;5582;0.0497405
Inst_6P_10C_1H_2PP_3Co_17.data;;302;1630;1468;836;3603.25;3556.49;46.6876;32761;27558;0.0993865
Inst_6P_10C_1H_2PP_3Co_19.data;OPT;23;1475;1475;678;208.527;207.333;1.18469;4530;5892;0
Inst_6P_10C_1H_2PP_3Co_4.data;OPT;18;1923;1923;645;50.999;50.3716;0.622843;3846;3624;0
Inst_6P_10C_1H_2PP_3Co_5.data;OPT;17;2022;2022;831;2693.62;2691.86;1.75213;6096;7352;0
Inst_6P_10C_1H_2PP_3Co_7.data;OPT;18;1956;1956;628;104.187;103.539;0.642644;3895;4452;0
Inst_6P_10C_1H_2PP_3Co_8.data;OPT;19;1950;1950;825;945.583;944.284;1.29239;4080;5669;0
