;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_6P_10C_1H_2PP_3Co_11.data;OPT;17;1960;1960;777;587.88;586.142;1.7293;7398;7977;0
Inst_6P_10C_1H_2PP_3Co_12.data;OPT;13;2030;2030;786;676.563;675.34;1.21669;7191;8215;0
Inst_6P_10C_1H_2PP_3Co_14.data;;14;2333;2219;836;3601.02;3597.84;3.1665;6428;11249;0.0488641
Inst_6P_10C_1H_2PP_3Co_15.data;;15;2312;2197;957;3601.02;3599.82;1.18802;6029;7370;0.0497405
Inst_6P_10C_1H_2PP_3Co_17.data;;268;1630;1452;836;3601.08;3564.29;36.7188;40711;26227;0.109202
Inst_6P_10C_1H_2PP_3Co_19.data;OPT;17;1475;1475;678;84.6065;83.134;1.46548;4320;6448;0
Inst_6P_10C_1H_2PP_3Co_4.data;OPT;17;1923;1923;645;66.0813;64.7549;1.31765;5360;8951;0
Inst_6P_10C_1H_2PP_3Co_5.data;OPT;12;2022;2022;831;367.384;366.084;1.29325;6516;7748;0
Inst_6P_10C_1H_2PP_3Co_7.data;OPT;17;1956;1956;628;69.9345;69.0548;0.870355;5430;7134;0
Inst_6P_10C_1H_2PP_3Co_8.data;OPT;16;1950;1950;825;780.679;779.229;1.44143;5044;7683;0
