;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_6P_10C_1H_2PP_3Co_11.data;OPT;17;1960;1960;777;889.626;888.552;1.06904;5526;4354;0
Inst_6P_10C_1H_2PP_3Co_12.data;;17;2030;1980;786;3601.01;3600.07;0.938594;6356;4726;0.0246305
Inst_6P_10C_1H_2PP_3Co_14.data;;18;2333;2217;836;3601.04;3600.16;0.878809;4624;5909;0.0497214
Inst_6P_10C_1H_2PP_3Co_15.data;;26;2312;2197;957;3601.01;3600.39;0.607397;5600;5510;0.0497405
Inst_6P_10C_1H_2PP_3Co_17.data;;418;1641;1512;836;3601.08;3552.39;48.6112;43457;5956;0.0786106
Inst_6P_10C_1H_2PP_3Co_19.data;OPT;26;1475;1475;678;144.302;143.187;1.10877;4230;5085;0
Inst_6P_10C_1H_2PP_3Co_4.data;OPT;16;1923;1923;645;43.7462;43.2821;0.459533;4378;3204;0
Inst_6P_10C_1H_2PP_3Co_5.data;OPT;19;2022;2022;831;1602.37;1601.42;0.94918;6066;6210;0
Inst_6P_10C_1H_2PP_3Co_7.data;OPT;18;1956;1956;628;60.5383;60.2429;0.289785;3755;4011;0
Inst_6P_10C_1H_2PP_3Co_8.data;OPT;19;1950;1950;825;495.3;494.201;1.09422;4230;4803;0
