;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_6P_10C_1H_2PP_3Co_11.data;;121;10000;1551;777;3601.04;3597.87;3.14019;20040;6021;0.8449
Inst_6P_10C_1H_2PP_3Co_12.data;;35;10000;1779;905;3601.02;3599.82;1.19486;8081;3452;0.8221
Inst_6P_10C_1H_2PP_3Co_14.data;;23;10000;1697;847;3601.01;3600.27;0.741257;4852;3985;0.8303
Inst_6P_10C_1H_2PP_3Co_15.data;;53;10000;1850;957;3601.02;3599.51;1.49444;10017;3840;0.815
Inst_6P_10C_1H_2PP_3Co_17.data;;163;10000;1444;860;3601.04;3593.89;7.12041;17435;6988;0.8556
Inst_6P_10C_1H_2PP_3Co_19.data;;61;10000;1238;678;3601.02;3599.42;1.5905;7800;2837;0.8762
Inst_6P_10C_1H_2PP_3Co_4.data;;53;10000;1708;645;3608.27;3607.07;1.18822;9834;4106;0.8292
Inst_6P_10C_1H_2PP_3Co_5.data;;45;10000;1684;837;3601.03;3599.81;1.20744;8682;3653;0.8316
Inst_6P_10C_1H_2PP_3Co_7.data;;52;10000;1611;647;3601.02;3599.82;1.19162;9020;3427;0.8389
Inst_6P_10C_1H_2PP_3Co_8.data;;46;10000;1677;825;3601.02;3599.91;1.09936;8224;5429;0.8323
