;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_6P_10C_1H_2PP_3Co_11.data;OPT;13;1960;1960;777;1211.53;1210.6;0.920396;7902;9619;0
Inst_6P_10C_1H_2PP_3Co_12.data;;14;2365;1651;905;3601.02;3600.72;0.284756;3252;4365;0.301903
Inst_6P_10C_1H_2PP_3Co_14.data;;13;2615;2150;847;3601.02;3600.25;0.76148;4340;8016;0.17782
Inst_6P_10C_1H_2PP_3Co_15.data;;18;2873;2122;957;3601.02;3600.5;0.510934;5754;6211;0.261399
Inst_6P_10C_1H_2PP_3Co_17.data;;48;1642;1573;860;3601.04;3591.11;9.89257;14857;10400;0.0420219
Inst_6P_10C_1H_2PP_3Co_19.data;OPT;16;1475;1475;678;258.14;257.108;1.01974;5700;10107;0
Inst_6P_10C_1H_2PP_3Co_4.data;OPT;10;1923;1923;645;107.392;106.919;0.467362;5206;4322;0
Inst_6P_10C_1H_2PP_3Co_5.data;OPT;9;2022;2022;837;3239.47;3238.58;0.88819;8376;10680;0
Inst_6P_10C_1H_2PP_3Co_7.data;OPT;11;1956;1956;647;151.296;150.772;0.514976;7220;8947;0
Inst_6P_10C_1H_2PP_3Co_8.data;OPT;9;1950;1950;825;821.033;819.86;1.16423;6570;6998;0
