;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_4P_10C_2H_2PP_2Co_10.data;;84;1847;1464;980;3606.44;3481.96;124.427;16830;38320;0.207363
Inst_4P_10C_2H_2PP_2Co_1.data;;81;1541;1349;808;3601.05;3558.48;42.5283;6525;22284;0.124594
Inst_4P_10C_2H_2PP_2Co_2.data;;76;1730;1504;880;3601.06;3580.21;20.8139;8310;24780;0.130636
Inst_4P_10C_2H_2PP_2Co_3.data;;73;1476;1382;662;3601.04;3573.33;27.6851;4410;17993;0.0636856
Inst_4P_10C_2H_2PP_2Co_4.data;;65;1433;1350;669;3601.05;3584.2;16.8264;4320;15778;0.0579204
Inst_4P_10C_2H_2PP_2Co_5.data;;85;2153;1610;985;3601.07;3563.04;37.9732;20103;43509;0.252206
Inst_4P_10C_2H_2PP_2Co_6.data;;86;2189;1795;1020;3601.08;3565.72;35.2918;25245;52596;0.179991
Inst_4P_10C_2H_2PP_2Co_7.data;;84;1955;1811;1048;3601.06;3530.17;70.8582;6660;25150;0.0736573
Inst_4P_10C_2H_2PP_2Co_8.data;;62;1697;1500;739;3601.09;3583.08;17.978;7110;23300;0.116087
Inst_4P_10C_2H_2PP_2Co_9.data;;34;2667;2476;1550;3601.04;3592.42;8.5986;9120;27708;0.071616
