;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_4P_10C_2H_2PP_2Co_10.data;;101;1771;1565;980;14400;14317.8;82.2154;9030;16122;0.116318
Inst_4P_10C_2H_2PP_2Co_1.data;;95;1541;1503;808;14400;14356.9;43.0677;3570;12126;0.0246593
Inst_4P_10C_2H_2PP_2Co_2.data;;108;1735;1629;880;14400;14362.8;37.1612;7200;12291;0.0610951
Inst_4P_10C_2H_2PP_2Co_3.data;;115;1476;1475;662;14400;14366.1;33.8949;2160;9617;0.000677507
Inst_4P_10C_2H_2PP_2Co_4.data;OPT;26;1433;1433;669;376.811;373.598;3.20923;1065;3964;0
Inst_4P_10C_2H_2PP_2Co_5.data;;70;1915;1908;985;14400;14368;31.9671;3999;10171;0.00365535
Inst_4P_10C_2H_2PP_2Co_6.data;;29;2059;2008;1020;14400;14391.3;8.66016;2070;8395;0.0247693
Inst_4P_10C_2H_2PP_2Co_7.data;OPT;32;1938;1938;1048;646.751;627.221;19.5243;1635;8068;0
Inst_4P_10C_2H_2PP_2Co_8.data;OPT;22;1639;1639;739;648.893;645.405;3.48299;1170;6377;0
Inst_4P_10C_2H_2PP_2Co_9.data;OPT;37;2663;2663;1550;7200.3;7192.11;8.18235;1815;6935;0
