;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_4P_10C_2H_2PP_2Co_10.data;;68;1752;1559;980;3601.03;3540.27;60.7375;5745;12518;0.11016
Inst_4P_10C_2H_2PP_2Co_1.data;;59;1541;1454;808;3601.03;3579.37;21.6362;3855;11323;0.0564568
Inst_4P_10C_2H_2PP_2Co_2.data;;93;1730;1539;880;3601.03;3551.15;49.8526;4770;12627;0.110405
Inst_4P_10C_2H_2PP_2Co_3.data;;70;1476;1466;662;3609.16;3592.16;16.9945;1980;8636;0.00677507
Inst_4P_10C_2H_2PP_2Co_4.data;OPT;26;1433;1433;669;347.054;344.792;2.25583;1125;4864;0
Inst_4P_10C_2H_2PP_2Co_5.data;;36;1929;1820;985;3601.03;3581.93;19.0814;4746;12028;0.056506
Inst_4P_10C_2H_2PP_2Co_6.data;;30;2078;1946;1020;3601.02;3594.4;6.61482;1755;7276;0.0635226
Inst_4P_10C_2H_2PP_2Co_7.data;OPT;41;1938;1938;1048;711.428;670.963;40.4515;1710;7588;0
Inst_4P_10C_2H_2PP_2Co_8.data;OPT;31;1639;1639;739;956.203;950.436;5.75885;1460;7424;0
Inst_4P_10C_2H_2PP_2Co_9.data;;30;2663;2529;1550;3601.02;3596.9;4.11459;1005;5339;0.0503192
