;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_4P_10C_2H_2PP_2Co_10.data;UNK;;2642;1493;;14385.8;;;;;0.434898
Inst_4P_10C_2H_2PP_2Co_1.data;FEAS;;1599;1312;;14385.3;;;;;0.179487
Inst_4P_10C_2H_2PP_2Co_2.data;UNK;;2019;1483;;14380;;;;;0.265478
Inst_4P_10C_2H_2PP_2Co_3.data;UNK;;1937;1198;;14351;;;;;0.381518
Inst_4P_10C_2H_2PP_2Co_4.data;UNK;;1712;1236;;14383.6;;;;;0.278037
Inst_4P_10C_2H_2PP_2Co_5.data;UNK;;2214;1613;;14384.6;;;;;0.271454
Inst_4P_10C_2H_2PP_2Co_6.data;UNK;;2713;1783;;14380;;;;;0.342794
Inst_4P_10C_2H_2PP_2Co_7.data;UNK;;2536;1663;;14369.9;;;;;0.344243
Inst_4P_10C_2H_2PP_2Co_8.data;UNK;;2085;1287;;14367.3;;;;;0.382734
Inst_4P_10C_2H_2PP_2Co_9.data;UNK;;3175;2094;;14346.6;;;;;0.340472
