;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_4P_10C_2H_2PP_2Co_10.data;;63;1754;1560;980;3606;3552;53.9721;5370;10611;0.110604
Inst_4P_10C_2H_2PP_2Co_1.data;;82;1541;1462;808;3601.03;3573.76;27.2457;3825;11706;0.0512654
Inst_4P_10C_2H_2PP_2Co_2.data;;102;1730;1604;880;3606.99;3574;32.9644;5715;12014;0.0728324
Inst_4P_10C_2H_2PP_2Co_3.data;;89;1476;1439;662;3603.87;3578.97;24.8802;1815;7704;0.0250678
Inst_4P_10C_2H_2PP_2Co_4.data;OPT;22;1433;1433;669;394.934;392.275;2.6528;885;4567;0
Inst_4P_10C_2H_2PP_2Co_5.data;;59;1950;1747;985;3608.15;3591.63;16.5008;5433;13033;0.104103
Inst_4P_10C_2H_2PP_2Co_6.data;;35;2059;1949;1020;3601.04;3593.44;7.59545;2175;8728;0.053424
Inst_4P_10C_2H_2PP_2Co_7.data;OPT;40;1938;1938;1048;675.727;636.104;39.614;1710;7588;0
Inst_4P_10C_2H_2PP_2Co_8.data;OPT;30;1639;1639;739;894.981;889.176;5.79664;1460;7424;0
Inst_4P_10C_2H_2PP_2Co_9.data;OPT;26;2663;2663;1550;2761.82;2755.57;6.23646;1995;7386;0
