;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_4P_10C_2H_2PP_2Co_10.data;;123;1762;1553;980;3601.07;3540.84;60.2023;8040;10414;0.118615
Inst_4P_10C_2H_2PP_2Co_1.data;;103;1541;1489;808;3601.03;3568.17;32.84;5130;8597;0.0337443
Inst_4P_10C_2H_2PP_2Co_2.data;;112;1730;1601;880;3601.02;3560.62;40.3826;4905;7593;0.0745665
Inst_4P_10C_2H_2PP_2Co_3.data;;105;1476;1439;662;3601.02;3578.05;22.9626;2850;6391;0.0250678
Inst_4P_10C_2H_2PP_2Co_4.data;OPT;35;1433;1433;669;417.322;414.049;3.26725;1170;3633;0
Inst_4P_10C_2H_2PP_2Co_5.data;;53;1930;1821;985;3601.02;3578.47;22.5359;5151;10727;0.0564767
Inst_4P_10C_2H_2PP_2Co_6.data;;40;2059;1949;1020;3601.07;3592.5;8.55206;1470;6370;0.053424
Inst_4P_10C_2H_2PP_2Co_7.data;OPT;34;1938;1938;1048;650.951;635.946;14.9958;1320;6178;0
Inst_4P_10C_2H_2PP_2Co_8.data;OPT;28;1639;1639;739;683.208;678.908;4.29294;1110;5081;0
Inst_4P_10C_2H_2PP_2Co_9.data;;36;2663;2596;1550;3601.03;3594.04;6.9733;1410;5586;0.0251596
