;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_4P_20C_1H_2PP_2Co_10.data;;115;2985;2660;1848;14400.1;13743.1;656.957;20794;50866;0.108878
Inst_4P_20C_1H_2PP_2Co_11.data;;39;2773;2496;1431;14400.1;14213.1;186.951;13702;22405;0.0998918
Inst_4P_20C_1H_2PP_2Co_12.data;;69;2639;2348;1509;14400.1;14151.4;248.583;15723;22862;0.110269
Inst_4P_20C_1H_2PP_2Co_1.data;;75;2501;2351;1490;14400.1;14148.4;251.605;10146;29401;0.059976
Inst_4P_20C_1H_2PP_2Co_3.data;;80;3034;2837;1782;14400.2;14161.1;239.052;9029;30744;0.0649308
Inst_4P_20C_1H_2PP_2Co_4.data;;135;3113;2857;1865;14400.1;13728.6;671.43;15699;56294;0.0822358
Inst_4P_20C_1H_2PP_2Co_5.data;;51;2722;2576;1600;14400.1;14123.5;276.56;15615;30941;0.053637
Inst_4P_20C_1H_2PP_2Co_6.data;;42;2911;2741;1345;14400.1;14338.6;61.4719;9719;22394;0.0583992
Inst_4P_20C_1H_2PP_2Co_8.data;;51;2704;2423;1491;14400.1;14170.1;229.927;8084;28593;0.10392
Inst_4P_20C_1H_2PP_2Co_9.data;;122;3457;3217;2086;14400.1;13897.5;502.558;14655;40947;0.0694244
