;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_4P_20C_1H_2PP_2Co_10.data;;158;2977;2510;1848;3601.07;3267.41;333.601;4824;23870;0.156869
Inst_4P_20C_1H_2PP_2Co_11.data;;110;2780;2460;1431;3601.07;3533.3;67.7366;5224;17210;0.115108
Inst_4P_20C_1H_2PP_2Co_12.data;;181;2653;2241;1509;3601.06;3372.75;228.262;7833;24604;0.155296
Inst_4P_20C_1H_2PP_2Co_1.data;;182;2516;2251;1490;3601.05;3412.95;188.057;5424;25753;0.105326
Inst_4P_20C_1H_2PP_2Co_3.data;;119;3053;2682;1782;3601.04;3557.7;43.3133;3481;20255;0.12152
Inst_4P_20C_1H_2PP_2Co_4.data;;213;3130;2736;1865;3601.09;3442.69;158.335;5034;30376;0.125879
Inst_4P_20C_1H_2PP_2Co_5.data;;139;2744;2308;1600;3601.05;3440.3;160.714;5277;20291;0.158892
Inst_4P_20C_1H_2PP_2Co_6.data;;98;2918;2492;1345;3601.04;3539.61;61.4092;3732;16722;0.14599
Inst_4P_20C_1H_2PP_2Co_8.data;;126;2729;2399;1491;3601.07;3162.07;438.968;3450;23363;0.120923
Inst_4P_20C_1H_2PP_2Co_9.data;;139;3454;3054;2086;3601.04;3510.67;90.3448;4365;20309;0.115808
