;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_4P_20C_1H_2PP_2Co_10.data;;11;3281;2636;1849;3601.01;3587.4;13.6091;1740;6349;0.196586
Inst_4P_20C_1H_2PP_2Co_11.data;;11;3084;2386;1431;3601.02;3592.65;8.35666;3285;6141;0.226329
Inst_4P_20C_1H_2PP_2Co_12.data;;18;2797;2356;1509;3601.01;3568.99;32.0197;3798;6909;0.157669
Inst_4P_20C_1H_2PP_2Co_1.data;;12;2666;2341;1499;3601.02;3578.55;22.4542;2928;8071;0.121905
Inst_4P_20C_1H_2PP_2Co_3.data;;11;3121;2881;1807;3601.02;3575.41;25.5909;5141;12418;0.0768984
Inst_4P_20C_1H_2PP_2Co_4.data;;7;3258;2832;1997;3601.01;3588.05;12.9558;2211;8787;0.130755
Inst_4P_20C_1H_2PP_2Co_5.data;;14;2900;2549;1600;3601.02;3562.32;38.6828;5337;10709;0.121034
Inst_4P_20C_1H_2PP_2Co_6.data;;27;3088;2718;1495;3601.02;3592.59;8.41726;3723;9408;0.119819
Inst_4P_20C_1H_2PP_2Co_8.data;;12;2916;2405;1493;3601.01;3579.13;21.8788;1866;6085;0.17524
Inst_4P_20C_1H_2PP_2Co_9.data;;26;3544;3169;2228;3601.02;3571.01;30.0021;4845;7728;0.105813
