;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_4P_20C_1H_2PP_2Co_10.data;;70;2959;2633;1848;3601.06;3223.84;377.165;12914;32495;0.110172
Inst_4P_20C_1H_2PP_2Co_11.data;;24;2810;2492;1431;3608.54;3528.9;79.6165;12440;19349;0.113167
Inst_4P_20C_1H_2PP_2Co_12.data;;50;2680;2268;1509;3601.06;3249.42;351.582;16416;24397;0.153731
Inst_4P_20C_1H_2PP_2Co_1.data;;50;2521;2248;1490;3601.05;3373.55;227.461;7605;23454;0.10829
Inst_4P_20C_1H_2PP_2Co_3.data;;60;3038;2737;1782;3601.05;3403.92;197.1;7633;27990;0.0990783
Inst_4P_20C_1H_2PP_2Co_4.data;;79;3128;2799;1865;3601.07;3344.14;256.867;14898;56395;0.105179
Inst_4P_20C_1H_2PP_2Co_5.data;;47;2753;2471;1600;3601.06;3276.13;324.878;17880;36221;0.102434
Inst_4P_20C_1H_2PP_2Co_6.data;;43;2916;2638;1345;3601.06;3495.78;105.248;11707;26834;0.0953361
Inst_4P_20C_1H_2PP_2Co_8.data;;58;2707;2441;1491;3601.05;3286.51;314.496;11440;36591;0.0982638
Inst_4P_20C_1H_2PP_2Co_9.data;;102;3452;3108;2086;3601.08;3200.6;400.407;18660;44927;0.0996524
