;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_4P_20C_1H_2PP_2Co_10.data;;50;10000;2436;1849;3601.02;3579.56;21.4443;2291;5476;0.7564
Inst_4P_20C_1H_2PP_2Co_11.data;;27;10000;2130;1431;3601.03;3593;8.02281;1538;3041;0.787
Inst_4P_20C_1H_2PP_2Co_12.data;;34;10000;2034;1509;3601.02;3576.07;24.9401;2718;2162;0.7966
Inst_4P_20C_1H_2PP_2Co_1.data;;51;10000;2034;1499;3601.04;3570.4;30.6278;2322;4187;0.7966
Inst_4P_20C_1H_2PP_2Co_3.data;;58;10000;2590;1807;3601.02;3581.68;19.3273;3108;5027;0.741
Inst_4P_20C_1H_2PP_2Co_4.data;;37;10000;2508;1997;3601.02;3588.41;12.5984;1953;3681;0.7492
Inst_4P_20C_1H_2PP_2Co_5.data;;80;10000;2190;1600;3601.04;3553.37;47.6486;4515;5255;0.781
Inst_4P_20C_1H_2PP_2Co_6.data;;33;10000;2230;1495;3601.04;3592.58;8.45055;1712;3294;0.777
Inst_4P_20C_1H_2PP_2Co_8.data;;39;10000;2186;1493;3601.02;3584.92;16.094;2044;4359;0.7814
Inst_4P_20C_1H_2PP_2Co_9.data;;17;10000;2863;2228;3601.02;3597.08;3.93739;1065;2768;0.7137
