;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_4P_20C_1H_2PP_2Co_11.data;;57;3376;3287;1525;3601.07;3596.82;4.23577;9764;10304;0.0263626
Inst_4P_20C_1H_2PP_2Co_13.data;;42;3688;3500;1824;3601.16;3596.87;4.27597;15270;10911;0.0509761
Inst_4P_20C_1H_2PP_2Co_15.data;;53;3667;3576;1700;3601.02;3595.38;5.6241;16752;14035;0.0248159
Inst_4P_20C_1H_2PP_2Co_17.data;;31;2965;2815;1516;3601.03;3597.39;3.62944;13808;10232;0.0505902
Inst_4P_20C_1H_2PP_2Co_2.data;;40;3124;2818;1464;3601.04;3597.41;3.61679;13735;12756;0.0979513
Inst_4P_20C_1H_2PP_2Co_3.data;OPT;46;2909;2909;1231;1756.72;1753.06;3.64758;9835;7766;0
Inst_4P_20C_1H_2PP_2Co_4.data;;45;3705;3335;1914;3601.03;3595.21;5.7968;14670;14259;0.099865
Inst_4P_20C_1H_2PP_2Co_5.data;;58;3373;3193;1776;3601.05;3596.65;4.38512;14200;12142;0.053365
Inst_4P_20C_1H_2PP_2Co_7.data;;36;3409;3074;1515;3601.02;3598.92;2.08566;11107;7640;0.0982693
Inst_4P_20C_1H_2PP_2Co_8.data;;58;3458;3121;1920;3601.03;3596.66;4.35241;14703;12033;0.0974552
