;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_4P_20C_1H_2PP_2Co_11.data;UNK;;14523;2293;;3594.39;;;;;0.842113
Inst_4P_20C_1H_2PP_2Co_13.data;UNK;;4224;2810;;3595.37;;;;;0.334754
Inst_4P_20C_1H_2PP_2Co_15.data;UNK;;4763;2665;;3594.52;;;;;0.440479
Inst_4P_20C_1H_2PP_2Co_17.data;UNK;;3598;2200;;3595.02;;;;;0.388549
Inst_4P_20C_1H_2PP_2Co_2.data;UNK;;4071;2208;;3595.38;;;;;0.457627
Inst_4P_20C_1H_2PP_2Co_3.data;UNK;;3720;1993;;3595.12;;;;;0.464247
Inst_4P_20C_1H_2PP_2Co_4.data;UNK;;4307;2947;;3595.24;;;;;0.315765
Inst_4P_20C_1H_2PP_2Co_5.data;UNK;;14228;2551;;3593.02;;;;;0.820706
Inst_4P_20C_1H_2PP_2Co_7.data;UNK;;3979;2336;;3594.4;;;;;0.412918
Inst_4P_20C_1H_2PP_2Co_8.data;UNK;;4066;2582;;3593.88;;;;;0.364978
