;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_4P_20C_1H_2PP_2Co_11.data;;22;3380;3297;1525;3601.04;3555.95;45.0592;24044;18040;0.0245562
Inst_4P_20C_1H_2PP_2Co_13.data;;13;3695;3327;1824;3601.07;3572.73;28.3135;18660;14337;0.099594
Inst_4P_20C_1H_2PP_2Co_15.data;;27;3667;3484;1700;3601.07;3544.92;56.1208;27033;20161;0.0499046
Inst_4P_20C_1H_2PP_2Co_17.data;;17;3018;2717;1516;3601.04;3555.94;45.0659;24049;17758;0.0997349
Inst_4P_20C_1H_2PP_2Co_2.data;;15;3187;2824;1464;3601.07;3567.79;33.2504;18911;15750;0.1139
Inst_4P_20C_1H_2PP_2Co_3.data;;19;2915;2909;1231;3601.05;3562.85;38.1712;15303;11395;0.00205832
Inst_4P_20C_1H_2PP_2Co_4.data;;21;3728;3356;1914;3601.06;3557.88;43.1331;24540;22479;0.0997854
Inst_4P_20C_1H_2PP_2Co_5.data;;27;3463;2945;1776;3601.05;3527.61;73.4024;36240;22250;0.149581
Inst_4P_20C_1H_2PP_2Co_7.data;OPT;15;3396;3396;1515;1238.68;1219.85;18.8167;13094;9801;0
Inst_4P_20C_1H_2PP_2Co_8.data;;14;3470;3114;1920;3601.06;3563.52;37.5048;18795;15118;0.102594
