;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_4P_20C_1H_2PP_2Co_11.data;UNK;;14523;2328;;14368.4;;;;;0.839703
Inst_4P_20C_1H_2PP_2Co_13.data;UNK;;4224;2814;;14374.9;;;;;0.333807
Inst_4P_20C_1H_2PP_2Co_15.data;UNK;;4763;2680;;14369.7;;;;;0.437329
Inst_4P_20C_1H_2PP_2Co_17.data;UNK;;3598;2341;;14369.3;;;;;0.349361
Inst_4P_20C_1H_2PP_2Co_2.data;UNK;;4071;2358;;14371.6;;;;;0.420781
Inst_4P_20C_1H_2PP_2Co_3.data;UNK;;3720;2010;;14379.5;;;;;0.459677
Inst_4P_20C_1H_2PP_2Co_4.data;UNK;;4307;2952;;14374;;;;;0.314604
Inst_4P_20C_1H_2PP_2Co_5.data;UNK;;14228;2609;;14379.1;;;;;0.816629
Inst_4P_20C_1H_2PP_2Co_7.data;UNK;;3979;2545;;14362.2;;;;;0.360392
Inst_4P_20C_1H_2PP_2Co_8.data;UNK;;4066;2601;;14375.9;;;;;0.360305
