;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_4P_20C_1H_2PP_2Co_11.data;;51;3378;3210;1525;3601.02;3598.45;2.5585;6224;6684;0.0497336
Inst_4P_20C_1H_2PP_2Co_13.data;;50;3726;3358;1824;3601.03;3598.94;2.07904;6750;6729;0.0987654
Inst_4P_20C_1H_2PP_2Co_15.data;;71;3667;3484;1700;3601.03;3595.98;5.03061;8550;8928;0.0499046
Inst_4P_20C_1H_2PP_2Co_17.data;;81;2990;2684;1516;3601.03;3596.44;4.57342;8498;12600;0.102341
Inst_4P_20C_1H_2PP_2Co_2.data;;57;3170;2700;1464;3601.03;3597.69;3.31615;7985;9546;0.148265
Inst_4P_20C_1H_2PP_2Co_3.data;;73;2909;2840;1231;3601.02;3598;3.00399;6475;8397;0.0237195
Inst_4P_20C_1H_2PP_2Co_4.data;;55;3723;3322;1914;3601.05;3597.28;3.74374;8040;10669;0.107709
Inst_4P_20C_1H_2PP_2Co_5.data;;69;3382;3188;1776;3601.04;3597.28;3.73949;9520;6241;0.0573625
Inst_4P_20C_1H_2PP_2Co_7.data;;44;3396;3058;1515;3601.02;3599.66;1.34955;6367;4014;0.0995289
Inst_4P_20C_1H_2PP_2Co_8.data;;67;3475;3069;1920;3601.03;3597.79;3.22026;10653;6671;0.116835
