;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_4P_20C_1H_2PP_2Co_11.data;;46;3473;3326;1532;3601.02;3599.06;1.95039;10304;9744;0.0423265
Inst_4P_20C_1H_2PP_2Co_13.data;;33;4224;1827;1827;3601.02;3600.08;0.931649;6540;1113;0.567472
Inst_4P_20C_1H_2PP_2Co_15.data;;26;4630;3642;1710;3601.03;3597.46;3.54682;19211;14953;0.213391
Inst_4P_20C_1H_2PP_2Co_17.data;;24;3598;2582;1520;3601.02;3599.75;1.26543;9761;9662;0.282379
Inst_4P_20C_1H_2PP_2Co_2.data;;20;4071;2506;1476;3601.02;3600.09;0.924676;9426;7810;0.384426
Inst_4P_20C_1H_2PP_2Co_3.data;;31;2920;2909;1250;3601.02;3597.6;3.40157;17290;13086;0.00376712
Inst_4P_20C_1H_2PP_2Co_4.data;;33;4307;3165;1952;3601.03;3599.12;1.89902;10830;9079;0.26515
Inst_4P_20C_1H_2PP_2Co_5.data;;38;4368;2875;1782;3601.02;3598.22;2.78651;18030;7134;0.341804
Inst_4P_20C_1H_2PP_2Co_7.data;;20;3979;2979;1564;3601.02;3600.2;0.812258;9547;7731;0.251319
Inst_4P_20C_1H_2PP_2Co_8.data;;28;4066;1946;1946;3601.02;3599.17;1.84569;12186;857;0.521397
