;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_4P_20C_1H_2PP_2Co_11.data;;54;3378;3212;1525;3601.03;3596.88;4.13755;11054;14138;0.0491415
Inst_4P_20C_1H_2PP_2Co_13.data;;40;3728;3358;1824;3601.03;3597.58;3.44331;12420;9489;0.0992489
Inst_4P_20C_1H_2PP_2Co_15.data;;50;3668;3577;1700;3601.02;3595.69;5.31807;13074;11679;0.0248092
Inst_4P_20C_1H_2PP_2Co_17.data;;28;2994;2719;1516;3601.03;3596.49;4.52799;16958;15487;0.0918504
Inst_4P_20C_1H_2PP_2Co_2.data;;37;3133;2946;1464;3601.03;3597.45;3.56278;14246;12738;0.0596872
Inst_4P_20C_1H_2PP_2Co_3.data;OPT;47;2909;2909;1231;1751.08;1745.96;5.10936;12595;11368;0
Inst_4P_20C_1H_2PP_2Co_4.data;;41;3686;3352;1914;3601.04;3594.42;6.59501;16830;18284;0.0906131
Inst_4P_20C_1H_2PP_2Co_5.data;;58;3373;3194;1776;3601.04;3596.31;4.70897;13420;12405;0.0530685
Inst_4P_20C_1H_2PP_2Co_7.data;;37;3396;3301;1515;3601.03;3598.89;2.12712;10597;7284;0.0279741
Inst_4P_20C_1H_2PP_2Co_8.data;;57;3472;2999;1920;3601.04;3596.18;4.83745;12873;10591;0.136233
