;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_2P_10C_2H_2PP_2Co_10.data;OPT;12;932;932;439;334.996;333.724;1.26875;270;3306;0
Inst_2P_10C_2H_2PP_2Co_11.data;OPT;8;806;806;285;135.928;135.427;0.499346;330;2275;0
Inst_2P_10C_2H_2PP_2Co_1.data;OPT;16;1485;1485;781;395.519;393.857;1.65813;1575;4285;0
Inst_2P_10C_2H_2PP_2Co_2.data;OPT;11;1164;1164;565;264.042;263.375;0.664847;222;2823;0
Inst_2P_10C_2H_2PP_2Co_3.data;OPT;13;1491;1491;688;390.102;389.02;1.07779;1380;4256;0
Inst_2P_10C_2H_2PP_2Co_4.data;;10;1428;1334;615;3601.01;3592.85;8.15554;1305;6175;0.0658263
Inst_2P_10C_2H_2PP_2Co_5.data;OPT;17;1290;1290;655;1208.64;1201.92;6.71266;900;5112;0
Inst_2P_10C_2H_2PP_2Co_6.data;OPT;7;1001;1001;458;9.95989;7.67402;2.28355;135;2119;0
Inst_2P_10C_2H_2PP_2Co_7.data;OPT;7;1267;1267;636;120.805;115.473;5.32946;495;2510;0
Inst_2P_10C_2H_2PP_2Co_9.data;OPT;10;1334;1334;742;620.899;619.606;1.28957;600;3350;0
