;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_2P_10C_2H_2PP_2Co_10.data;OPT;75;932;932;439;2958.79;2957.25;1.52977;810;3027;0
Inst_2P_10C_2H_2PP_2Co_11.data;;92;806;803;285;3601.02;3599.93;1.07755;675;3379;0.00372208
Inst_2P_10C_2H_2PP_2Co_1.data;;109;1560;1471;781;3601.02;3599.37;1.63411;2640;3634;0.0570513
Inst_2P_10C_2H_2PP_2Co_2.data;;65;1242;1143;565;3604.29;3603.17;1.1025;672;3974;0.0797101
Inst_2P_10C_2H_2PP_2Co_3.data;;103;1513;1454;688;3601.02;3599.28;1.7254;2070;4773;0.0389954
Inst_2P_10C_2H_2PP_2Co_4.data;;91;1508;1249;615;3601.02;3591.54;9.46642;2145;5051;0.171751
Inst_2P_10C_2H_2PP_2Co_5.data;;67;1357;1239;655;3601.01;3598.35;2.64828;1155;3290;0.0869565
Inst_2P_10C_2H_2PP_2Co_6.data;OPT;23;1001;1001;458;43.6487;43.4165;0.229942;258;1499;0
Inst_2P_10C_2H_2PP_2Co_7.data;OPT;53;1267;1267;636;1899.13;1898.08;1.04166;900;2643;0
Inst_2P_10C_2H_2PP_2Co_9.data;;51;1417;1245;742;3601.01;3598.97;2.02849;825;2843;0.121383
