;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_2P_10C_2H_2PP_2Co_10.data;OPT;35;932;932;439;1040.52;1017.21;23.3075;750;5856;0
Inst_2P_10C_2H_2PP_2Co_11.data;OPT;30;806;806;285;438.866;423.546;15.3137;585;4735;0
Inst_2P_10C_2H_2PP_2Co_1.data;OPT;78;1485;1485;773;2457.22;2377.49;79.7117;3870;10229;0
Inst_2P_10C_2H_2PP_2Co_2.data;OPT;41;1164;1164;565;717.263;687.965;29.2893;1130;9067;0
Inst_2P_10C_2H_2PP_2Co_3.data;OPT;48;1491;1491;653;3443.27;3399.14;44.1182;3465;13361;0
Inst_2P_10C_2H_2PP_2Co_4.data;;86;1406;1176;609;3601.04;3467.8;133.205;5715;22076;0.163585
Inst_2P_10C_2H_2PP_2Co_5.data;;48;1290;1215;633;3601.05;3562.33;38.7072;1830;9736;0.0581395
Inst_2P_10C_2H_2PP_2Co_6.data;OPT;22;1001;1001;458;41.3088;32.1456;9.15932;201;3499;0
Inst_2P_10C_2H_2PP_2Co_7.data;OPT;21;1267;1267;632;254.317;234.722;19.591;810;4625;0
Inst_2P_10C_2H_2PP_2Co_9.data;;37;1334;1265;740;3601.04;3566.45;34.5626;2235;11206;0.0517241
