;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_2P_10C_2H_2PP_2Co_10.data;OPT;25;932;932;439;682.267;668.446;13.8158;120;2097;0
Inst_2P_10C_2H_2PP_2Co_11.data;OPT;17;806;806;285;302.975;293.041;9.92983;165;2291;0
Inst_2P_10C_2H_2PP_2Co_1.data;OPT;32;1485;1485;773;494.574;471.829;22.7391;1170;3388;0
Inst_2P_10C_2H_2PP_2Co_2.data;OPT;17;1164;1164;565;224.373;219.925;4.44347;79;2571;0
Inst_2P_10C_2H_2PP_2Co_3.data;OPT;33;1491;1491;653;687.508;662.974;24.5238;1275;4328;0
Inst_2P_10C_2H_2PP_2Co_4.data;;39;1391;1241;609;3601.13;3528.63;72.487;1080;7481;0.107836
Inst_2P_10C_2H_2PP_2Co_5.data;;52;1290;1286;633;3601.07;3540.78;60.2223;1020;5474;0.00310078
Inst_2P_10C_2H_2PP_2Co_6.data;OPT;14;1001;1001;458;18.3532;12.1425;6.20803;75;1379;0
Inst_2P_10C_2H_2PP_2Co_7.data;OPT;18;1267;1267;632;87.9276;73.3477;14.5749;705;3310;0
Inst_2P_10C_2H_2PP_2Co_9.data;OPT;22;1334;1334;740;1708.55;1693.59;14.9587;510;3033;0
