;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_2P_10C_2H_2PP_2Co_10.data;OPT;28;932;932;439;215.832;213.041;2.78657;390;2784;0
Inst_2P_10C_2H_2PP_2Co_11.data;OPT;20;806;806;285;141.861;141.006;0.852913;285;1642;0
Inst_2P_10C_2H_2PP_2Co_1.data;OPT;37;1485;1485;773;405.749;403.671;2.07503;1350;2575;0
Inst_2P_10C_2H_2PP_2Co_2.data;OPT;23;1164;1164;565;182.599;181.128;1.46863;177;2076;0
Inst_2P_10C_2H_2PP_2Co_3.data;OPT;47;1491;1491;653;427.231;423.317;3.90793;1650;3826;0
Inst_2P_10C_2H_2PP_2Co_4.data;;57;1391;1316;609;3601.04;3579.29;21.7443;1005;6412;0.053918
Inst_2P_10C_2H_2PP_2Co_5.data;OPT;67;1290;1290;633;1159.21;1147.01;12.1886;1305;4532;0
Inst_2P_10C_2H_2PP_2Co_6.data;OPT;21;1001;1001;458;9.67231;8.90354;0.766996;48;1277;0
Inst_2P_10C_2H_2PP_2Co_7.data;OPT;18;1267;1267;632;85.5733;84.7361;0.835485;240;1325;0
Inst_2P_10C_2H_2PP_2Co_9.data;OPT;28;1334;1334;740;650.712;648.183;2.52583;450;1915;0
