;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_2P_10C_2H_2PP_2Co_10.data;OPT;46;932;932;439;288.428;286.797;1.62432;315;2427;0
Inst_2P_10C_2H_2PP_2Co_11.data;OPT;28;806;806;285;97.5304;96.8658;0.65989;195;1582;0
Inst_2P_10C_2H_2PP_2Co_1.data;OPT;91;1485;1485;773;422.606;419.552;3.04433;1050;4396;0
Inst_2P_10C_2H_2PP_2Co_2.data;OPT;42;1164;1164;565;163.832;162.935;0.891563;64;1775;0
Inst_2P_10C_2H_2PP_2Co_3.data;OPT;102;1491;1491;653;616.815;614.085;2.71993;1350;6550;0
Inst_2P_10C_2H_2PP_2Co_4.data;;159;1391;1252;609;3606.84;3595.14;11.6721;1665;10278;0.0999281
Inst_2P_10C_2H_2PP_2Co_5.data;OPT;109;1290;1290;633;2579.21;2572.68;6.51632;855;5813;0
Inst_2P_10C_2H_2PP_2Co_6.data;OPT;19;1001;1001;458;9.91883;9.63799;0.278825;45;992;0
Inst_2P_10C_2H_2PP_2Co_7.data;OPT;22;1267;1267;632;91.0261;90.3013;0.721752;180;1613;0
Inst_2P_10C_2H_2PP_2Co_9.data;OPT;58;1334;1334;740;1527.62;1524.12;3.49233;360;2911;0
