;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_2P_10C_2H_2PP_2Co_10.data;OPT;28;932;932;439;322.184;318.155;4.02469;465;3237;0
Inst_2P_10C_2H_2PP_2Co_11.data;OPT;16;806;806;285;63.8029;63.2314;0.569443;225;1854;0
Inst_2P_10C_2H_2PP_2Co_1.data;OPT;35;1485;1485;773;254.111;251.562;2.54411;1215;4183;0
Inst_2P_10C_2H_2PP_2Co_2.data;OPT;23;1164;1164;565;203.827;202.514;1.31096;237;1949;0
Inst_2P_10C_2H_2PP_2Co_3.data;OPT;26;1491;1491;653;268.686;266.927;1.75557;1650;4951;0
Inst_2P_10C_2H_2PP_2Co_4.data;;44;1391;1320;609;14400.1;14381.5;18.6264;1035;7560;0.0510424
Inst_2P_10C_2H_2PP_2Co_5.data;OPT;50;1290;1290;633;2950.66;2937.65;13.0093;930;5814;0
Inst_2P_10C_2H_2PP_2Co_6.data;OPT;16;1001;1001;458;5.73891;5.02128;0.716621;45;1226;0
Inst_2P_10C_2H_2PP_2Co_7.data;OPT;15;1267;1267;632;46.7812;45.8528;0.927015;330;1680;0
Inst_2P_10C_2H_2PP_2Co_9.data;OPT;20;1334;1334;740;345.019;343.364;1.65216;540;3039;0
