;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_2P_10C_1H_2PP_2Co_10.data;OPT;9;1073;1073;509;126.525;125.733;0.78825;2790;3659;0
Inst_2P_10C_1H_2PP_2Co_11.data;OPT;16;1043;1043;398;260.438;259.843;0.591429;5574;4202;0
Inst_2P_10C_1H_2PP_2Co_1.data;;126;841;827;318;3601.03;3574.4;26.6028;21750;12958;0.0166468
Inst_2P_10C_1H_2PP_2Co_2.data;OPT;24;1555;1555;717;289.479;289.217;0.257373;3521;3588;0
Inst_2P_10C_1H_2PP_2Co_4.data;OPT;10;967;967;370;86.1836;85.8786;0.301946;2676;3588;0
Inst_2P_10C_1H_2PP_2Co_5.data;OPT;9;1173;1173;348;4.01234;3.92009;0.0908114;1590;1854;0
Inst_2P_10C_1H_2PP_2Co_6.data;OPT;12;939;939;348;100.382;99.8391;0.539349;3510;3814;0
Inst_2P_10C_1H_2PP_2Co_7.data;OPT;12;1457;1457;663;63.5145;63.2192;0.292382;1590;3892;0
Inst_2P_10C_1H_2PP_2Co_8.data;OPT;10;1565;1565;649;1566.19;1566.05;0.133867;1380;2649;0
Inst_2P_10C_1H_2PP_2Co_9.data;OPT;17;1252;1252;478;164.028;163.655;0.36981;2526;3557;0
