;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_2P_10C_1H_2PP_2Co_10.data;OPT;16;1073;1073;509;43.8894;42.8647;1.01974;1740;3841;0
Inst_2P_10C_1H_2PP_2Co_11.data;OPT;42;1043;1043;387;234.785;232.886;1.8872;6340;6208;0
Inst_2P_10C_1H_2PP_2Co_1.data;;376;841;817;314;3601.08;3535.67;65.3386;32670;30904;0.0285375
Inst_2P_10C_1H_2PP_2Co_2.data;OPT;47;1555;1555;658;305.267;304.433;0.825349;4541;5648;0
Inst_2P_10C_1H_2PP_2Co_4.data;OPT;15;967;967;358;58.8764;58.5407;0.332449;1740;2730;0
Inst_2P_10C_1H_2PP_2Co_5.data;OPT;14;1173;1173;348;2.42209;2.28922;0.131038;720;1632;0
Inst_2P_10C_1H_2PP_2Co_6.data;OPT;20;939;939;348;36.2076;35.7566;0.447375;1890;2530;0
Inst_2P_10C_1H_2PP_2Co_7.data;OPT;17;1457;1457;663;41.3144;40.7922;0.519276;1650;3032;0
Inst_2P_10C_1H_2PP_2Co_8.data;OPT;17;1565;1565;607;477.111;476.659;0.450095;1350;2527;0
Inst_2P_10C_1H_2PP_2Co_9.data;OPT;25;1252;1252;476;149.381;148.459;0.916991;1842;3673;0
