;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_2P_10C_1H_2PP_2Co_10.data;OPT;24;1073;1073;509;38.9714;38.1678;0.799811;840;3654;0
Inst_2P_10C_1H_2PP_2Co_11.data;OPT;83;1043;1043;387;379.65;377.727;1.90972;3530;9668;0
Inst_2P_10C_1H_2PP_2Co_1.data;;638;841;807;314;3604.46;3531.43;72.8886;19890;47377;0.0404281
Inst_2P_10C_1H_2PP_2Co_2.data;OPT;74;1555;1555;658;375.407;373.831;1.55839;3221;8548;0
Inst_2P_10C_1H_2PP_2Co_4.data;OPT;30;967;967;358;103.376;102.764;0.606529;1320;3906;0
Inst_2P_10C_1H_2PP_2Co_5.data;OPT;17;1173;1173;348;3.36255;3.17395;0.186101;540;2138;0
Inst_2P_10C_1H_2PP_2Co_6.data;OPT;35;939;939;348;63.022;62.1901;0.824305;1500;4614;0
Inst_2P_10C_1H_2PP_2Co_7.data;OPT;23;1457;1457;663;48.0602;47.5062;0.550224;1110;3476;0
Inst_2P_10C_1H_2PP_2Co_8.data;OPT;20;1565;1565;607;645.756;645.312;0.440214;1020;2166;0
Inst_2P_10C_1H_2PP_2Co_9.data;OPT;35;1252;1252;476;171.951;171.143;0.803025;1086;2889;0
