;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_2P_10C_1H_2PP_2Co_10.data;FEAS;;1073;1024;;3596.93;;;;;0.0456664
Inst_2P_10C_1H_2PP_2Co_11.data;UNK;;1188;758;;3597.02;;;;;0.361953
Inst_2P_10C_1H_2PP_2Co_1.data;UNK;;1035;693;;3597.83;;;;;0.330435
Inst_2P_10C_1H_2PP_2Co_2.data;FEAS;;1589;1313;;3597.65;;;;;0.173694
Inst_2P_10C_1H_2PP_2Co_4.data;FEAS;;967;960;;3595.72;;;;;0.00723888
Inst_2P_10C_1H_2PP_2Co_5.data;FEAS;;1173;1071;;3596.62;;;;;0.0869565
Inst_2P_10C_1H_2PP_2Co_6.data;FEAS;;991;777;;3598.24;;;;;0.215943
Inst_2P_10C_1H_2PP_2Co_7.data;FEAS;;1457;1187;;3595.81;;;;;0.185312
Inst_2P_10C_1H_2PP_2Co_8.data;UNK;;1722;1188;;3596.69;;;;;0.310105
Inst_2P_10C_1H_2PP_2Co_9.data;FEAS;;1252;1086;;3595.88;;;;;0.132588
