;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_2P_10C_1H_2PP_2Co_10.data;OPT;38;1073;1073;509;646.048;608.193;37.8365;10530;12255;0
Inst_2P_10C_1H_2PP_2Co_11.data;;47;1043;986;387;3601.07;3565.28;35.766;10630;13424;0.05465
Inst_2P_10C_1H_2PP_2Co_1.data;;125;841;748;314;3601.07;3482.42;118.586;16860;24242;0.110583
Inst_2P_10C_1H_2PP_2Co_2.data;;51;1555;1551;658;3601.04;3552.26;48.7516;12099;18276;0.00257235
Inst_2P_10C_1H_2PP_2Co_4.data;;46;967;941;358;3601.04;3562.48;38.5305;7314;12110;0.0268873
Inst_2P_10C_1H_2PP_2Co_5.data;OPT;26;1173;1173;348;38.0369;24.9822;13.0474;2640;4328;0
Inst_2P_10C_1H_2PP_2Co_6.data;OPT;18;939;939;348;276.187;265.981;10.1999;3240;6720;0
Inst_2P_10C_1H_2PP_2Co_7.data;OPT;39;1457;1457;663;2874.91;2844.87;30.0288;9570;12198;0
Inst_2P_10C_1H_2PP_2Co_8.data;;97;1565;1396;607;3606.14;3527.07;79.0277;21600;17862;0.107987
Inst_2P_10C_1H_2PP_2Co_9.data;;30;1252;1250;476;3601.04;3583.68;17.3203;4920;10030;0.00159744
