;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_2P_10C_1H_2PP_2Co_10.data;;124;10000;1012;509;3601.03;3598.71;2.2988;8730;3329;0.8988
Inst_2P_10C_1H_2PP_2Co_11.data;;97;1518;996;398;3601.02;3600.15;0.849757;6740;3690;0.343874
Inst_2P_10C_1H_2PP_2Co_1.data;;103;10000;780;318;3601.02;3599.86;1.14457;4800;3142;0.922
Inst_2P_10C_1H_2PP_2Co_2.data;;103;10000;1534;717;3603.46;3603.02;0.418067;9263;7383;0.8466
Inst_2P_10C_1H_2PP_2Co_4.data;;114;10000;921;370;3601.02;3600.21;0.79125;7824;3324;0.9079
Inst_2P_10C_1H_2PP_2Co_5.data;OPT;36;1173;1173;348;95.2791;95.2004;0.070977;2490;1778;0
Inst_2P_10C_1H_2PP_2Co_6.data;OPT;50;939;939;348;693.616;693.217;0.390329;3000;3476;0
Inst_2P_10C_1H_2PP_2Co_7.data;;97;10000;1399;663;3601.02;3599.88;1.12679;9690;6103;0.8601
Inst_2P_10C_1H_2PP_2Co_8.data;;120;10000;1388;649;3609.33;3608.29;1.0302;7950;3401;0.8612
Inst_2P_10C_1H_2PP_2Co_9.data;;89;1252;1250;478;3601.02;3600.29;0.717507;4758;5633;0.00159744
