;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_4P_30C_2H_2PP_2Co_12.data;;11;10000;3680;2429;3601.13;3599.53;1.58802;4890;6377;0.632
Inst_4P_30C_2H_2PP_2Co_13.data;;13;10000;3508;2373;3601.11;3599.4;1.69807;3332;6731;0.6492
Inst_4P_30C_2H_2PP_2Co_1.data;;14;10000;3598;2413;3601.08;3599.14;1.92237;4773;6364;0.6402
Inst_4P_30C_2H_2PP_2Co_2.data;;15;10000;3073;2220;3601.12;3599.03;2.08605;3868;6883;0.6927
Inst_4P_30C_2H_2PP_2Co_32.data;;13;10000;3181;2233;3601.05;3599.36;1.68312;3251;6947;0.6819
Inst_4P_30C_2H_2PP_2Co_4.data;;13;10000;3308;2234;3601.1;3599.38;1.70615;4486;6080;0.6692
Inst_4P_30C_2H_2PP_2Co_5.data;;17;10000;3289;2216;3601.06;3598.27;2.78098;4518;8085;0.6711
Inst_4P_30C_2H_2PP_2Co_6.data;;18;10000;3898;2574;3601.05;3598.28;2.75628;6924;7687;0.6102
Inst_4P_30C_2H_2PP_2Co_7.data;;16;10000;3006;1944;3601.09;3597.95;3.128;3503;7468;0.6994
Inst_4P_30C_2H_2PP_2Co_9.data;;17;10000;3853;2683;3601.1;3598.42;2.67041;6259;7259;0.6147
