;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_4P_30C_2H_2PP_2Co_12.data;;108;5403;4297;2429;3601.06;3589.38;11.6361;19250;26555;0.204701
Inst_4P_30C_2H_2PP_2Co_13.data;;102;4314;3862;2308;3601.07;3584.21;16.8183;15878;30265;0.104775
Inst_4P_30C_2H_2PP_2Co_1.data;;64;4616;3931;2374;3601.1;3593.14;7.92813;12101;25597;0.148397
Inst_4P_30C_2H_2PP_2Co_2.data;;104;4245;3377;2208;3601.08;3579.11;21.927;16256;30951;0.204476
Inst_4P_30C_2H_2PP_2Co_32.data;;103;4130;3335;2229;3601.08;3583.71;17.3203;14468;39217;0.192494
Inst_4P_30C_2H_2PP_2Co_4.data;;64;4225;3749;2234;3601.05;3593.03;7.99216;9504;21446;0.112663
Inst_4P_30C_2H_2PP_2Co_5.data;;102;4181;3573;2216;3601.11;3584.66;16.3919;18964;51293;0.14542
Inst_4P_30C_2H_2PP_2Co_6.data;;80;5066;4362;2573;3601.08;3593.71;7.34244;12757;26984;0.138966
Inst_4P_30C_2H_2PP_2Co_7.data;;100;3954;3389;1944;3601.09;3587.57;13.466;11678;33323;0.142893
Inst_4P_30C_2H_2PP_2Co_9.data;;132;5121;4349;2682;3601.07;3568.97;32.0582;18434;36015;0.150752
