;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_4P_30C_2H_2PP_2Co_12.data;;90;5340;4419;2429;3601.08;3575.83;25.1969;39130;46395;0.172472
Inst_4P_30C_2H_2PP_2Co_13.data;;74;4373;3955;2308;3601.07;3579.31;21.7142;31260;25821;0.0955866
Inst_4P_30C_2H_2PP_2Co_1.data;;34;4682;4060;2374;3601.07;3593.38;7.6677;18806;21263;0.132849
Inst_4P_30C_2H_2PP_2Co_2.data;;70;3964;3411;2208;3601.07;3589.57;11.4616;24922;32199;0.139506
Inst_4P_30C_2H_2PP_2Co_32.data;;54;3842;3469;2229;3601.07;3576.25;24.776;31464;33546;0.0970849
Inst_4P_30C_2H_2PP_2Co_4.data;;49;4136;3907;2234;3601.07;3589.55;11.4843;15014;20516;0.0553675
Inst_4P_30C_2H_2PP_2Co_5.data;;37;4194;3716;2216;3601.06;3587.02;14.0065;28430;33130;0.113972
Inst_4P_30C_2H_2PP_2Co_6.data;;48;4915;4435;2573;3601.06;3590.52;10.5096;24053;28074;0.0976602
Inst_4P_30C_2H_2PP_2Co_7.data;;60;3900;3323;1944;3601.07;3554.76;46.2719;22607;38898;0.147949
Inst_4P_30C_2H_2PP_2Co_9.data;;86;4994;4439;2682;3601.06;3580.7;20.3227;28136;31844;0.111133
