;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_4P_30C_2H_2PP_2Co_12.data;;29;5998;4349;2429;3601.06;3597.85;3.18381;15249;13607;0.274925
Inst_4P_30C_2H_2PP_2Co_13.data;;25;5348;3541;2373;3601.08;3598.37;2.69092;10684;15679;0.337883
Inst_4P_30C_2H_2PP_2Co_1.data;;31;5672;3566;2413;3601.07;3598.25;2.80751;11368;13418;0.371298
Inst_4P_30C_2H_2PP_2Co_2.data;;25;6341;3086;2220;3601.08;3597.55;3.50128;13480;15163;0.513326
Inst_4P_30C_2H_2PP_2Co_32.data;;27;5047;3130;2233;3601.08;3597.94;3.11502;5992;17093;0.37983
Inst_4P_30C_2H_2PP_2Co_4.data;;30;5072;3415;2234;3601.11;3598.06;3.02634;7952;14280;0.326696
Inst_4P_30C_2H_2PP_2Co_5.data;;15;5013;3512;2216;3601.09;3597.38;3.6965;11096;18687;0.299421
Inst_4P_30C_2H_2PP_2Co_6.data;;26;5984;4240;2574;3601.07;3599.14;1.91401;10462;14916;0.291444
Inst_4P_30C_2H_2PP_2Co_7.data;;41;4880;3422;1944;3601.09;3595.43;5.63312;11295;22506;0.29877
Inst_4P_30C_2H_2PP_2Co_9.data;;62;6287;4078;2683;3601.07;3597.42;3.62905;10513;16078;0.35136
