;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_4P_30C_2H_2PP_2Co_12.data;;20;5334;4488;2429;3601.09;3511.59;89.444;39486;40643;0.158605
Inst_4P_30C_2H_2PP_2Co_13.data;;23;4334;3926;2308;3601.08;3489.85;111.163;29471;31992;0.0941394
Inst_4P_30C_2H_2PP_2Co_1.data;;18;4538;4085;2374;3601.09;3534.51;66.5297;24073;26408;0.0998237
Inst_4P_30C_2H_2PP_2Co_2.data;;21;3966;3404;2208;3601.11;3501.84;99.1979;37673;38139;0.141704
Inst_4P_30C_2H_2PP_2Co_32.data;;34;3926;3415;2229;3601.11;3472.42;128.62;35472;45625;0.130158
Inst_4P_30C_2H_2PP_2Co_4.data;;27;4195;3777;2234;3601.15;3500.59;100.515;26572;34256;0.0996424
Inst_4P_30C_2H_2PP_2Co_5.data;;32;4130;3725;2216;3601.13;3476.38;124.674;33560;48356;0.098063
Inst_4P_30C_2H_2PP_2Co_6.data;;21;5136;4499;2573;3601.08;3521.88;79.1553;30824;32772;0.124026
Inst_4P_30C_2H_2PP_2Co_7.data;;32;4002;3408;1944;3601.15;3459.48;141.579;29578;52968;0.148426
Inst_4P_30C_2H_2PP_2Co_9.data;;31;5125;4476;2682;3601.09;3437.82;163.218;41540;46313;0.126634
