;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_4P_30C_2H_2PP_2Co_12.data;;80;5318;4320;2429;3601.07;3583.84;17.1872;32903;39642;0.187665
Inst_4P_30C_2H_2PP_2Co_13.data;;67;4351;3946;2308;3601.11;3574.57;26.4942;35563;34326;0.093082
Inst_4P_30C_2H_2PP_2Co_1.data;;28;4519;4059;2374;3601.05;3592.7;8.33288;19256;23402;0.101792
Inst_4P_30C_2H_2PP_2Co_2.data;;72;3990;3466;2208;3601.07;3574.32;26.6981;29388;39140;0.131328
Inst_4P_30C_2H_2PP_2Co_32.data;;52;3963;3450;2229;3601.07;3573.33;27.6956;34470;43994;0.129447
Inst_4P_30C_2H_2PP_2Co_4.data;;41;4175;3767;2234;3601.09;3590.06;10.9968;18438;27675;0.0977245
Inst_4P_30C_2H_2PP_2Co_5.data;;33;4069;3683;2216;3601.08;3585.1;15.9399;29180;39463;0.0948636
Inst_4P_30C_2H_2PP_2Co_6.data;;47;4920;4436;2573;3601.08;3588.56;12.4849;25970;30494;0.098374
Inst_4P_30C_2H_2PP_2Co_7.data;;56;3942;3370;1944;3601.09;3567.86;33.1906;23844;46068;0.145104
Inst_4P_30C_2H_2PP_2Co_9.data;;83;5088;4347;2682;3601.08;3560.56;40.4817;32952;39752;0.145637
