;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_4P_30C_2H_2PP_2Co_12.data;;76;5160;4429;2429;14400.1;14383.4;16.6208;31831;43181;0.141667
Inst_4P_30C_2H_2PP_2Co_13.data;;50;4303;4061;2308;14400.1;14377;23.0577;33391;32029;0.0562398
Inst_4P_30C_2H_2PP_2Co_1.data;;29;4506;4070;2374;14400;14393.1;6.90763;18922;24749;0.0967599
Inst_4P_30C_2H_2PP_2Co_2.data;;73;3953;3560;2208;14400.1;14384.2;15.8855;32914;41718;0.0994182
Inst_4P_30C_2H_2PP_2Co_32.data;;52;3844;3463;2229;14400.1;14372;28.022;36616;47302;0.0991155
Inst_4P_30C_2H_2PP_2Co_4.data;;38;4098;3965;2234;14400.1;14382.1;17.8837;26303;32192;0.0324549
Inst_4P_30C_2H_2PP_2Co_5.data;;49;4086;3712;2216;14400.1;14388.1;11.9406;19856;29305;0.0915321
Inst_4P_30C_2H_2PP_2Co_6.data;;51;4828;4585;2573;14400.1;14389.4;10.5807;22243;27336;0.0503314
Inst_4P_30C_2H_2PP_2Co_7.data;;53;3857;3474;1944;14400.1;14366.8;33.1998;21860;43172;0.0993
Inst_4P_30C_2H_2PP_2Co_9.data;;69;5079;4441;2682;14400.1;14347;53.032;30475;40507;0.125615
