;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_2P_20C_2H_2PP_2Co_10.data;;58;2038;1505;995;3607.78;3319.74;287.979;14619;41658;0.261531
Inst_2P_20C_2H_2PP_2Co_1.data;;67;1910;1528;915;3601.09;3278.73;322.285;12394;45495;0.2
Inst_2P_20C_2H_2PP_2Co_2.data;;47;2291;2059;1295;3601.09;3467.65;133.374;10704;28967;0.101266
Inst_2P_20C_2H_2PP_2Co_3.data;;46;1569;1481;796;3601.15;3532.53;68.5369;1714;11790;0.0560867
Inst_2P_20C_2H_2PP_2Co_4.data;;71;2149;1871;1000;3601.14;3467.37;133.653;11197;32679;0.129362
Inst_2P_20C_2H_2PP_2Co_5.data;;78;2083;1751;1271;3601.12;3049.51;551.506;17130;43253;0.159386
Inst_2P_20C_2H_2PP_2Co_6.data;;46;2330;2088;1191;3601.1;3501.79;99.227;10315;28369;0.103863
Inst_2P_20C_2H_2PP_2Co_7.data;;64;1847;1584;853;3601.08;3447.02;153.989;20012;36952;0.142393
Inst_2P_20C_2H_2PP_2Co_8.data;;37;2379;1802;1044;3601.09;3494.81;106.204;16147;31315;0.242539
Inst_2P_20C_2H_2PP_2Co_9.data;;92;2202;1835;1188;3601.09;3258.04;342.969;16350;49792;0.166667
